fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)]
2025-09-16T02:59:45,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.165,1.0,-33.457817,-70.63044,22.0,1.0,34.5,28.4,2.0,4.0,4.0,22.0,-33.457817,-70.63044,6.0,0.0
2025-09-16T02:59:48,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.089,1.0,-33.457821,-70.630424,23.0,1.0,34.5,28.2,1.0,3.0,3.0,22.0,-33.457821,-70.630424,5.0,0.0
2025-09-16T02:59:51,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.944,1.0,-33.457817,-70.630424,24.0,1.0,34.75,28.1,3.0,5.0,5.0,22.0,-33.457817,-70.630424,5.0,0.0
2025-09-16T02:59:54,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.946,1.0,-33.457817,-70.630424,25.0,1.0,34.5,28.3,2.0,4.0,4.0,22.0,-33.457817,-70.630424,7.0,0.0
2025-09-16T02:59:57,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.926,1.0,-33.457813,-70.630424,26.0,1.0,34.75,28.1,2.0,4.0,4.0,22.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:00,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.979,1.0,-33.457813,-70.630424,27.0,1.0,34.75,28.2,2.0,4.0,4.0,22.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:03,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.004,1.0,-33.457813,-70.630424,28.0,1.0,34.5,28.2,1.0,3.0,3.0,21.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:06,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.004,1.0,-33.457813,-70.630424,29.0,1.0,34.75,28.1,3.0,5.0,5.0,21.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:09,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.024,1.0,-33.457813,-70.630424,30.0,1.0,34.5,28.1,2.0,4.0,4.0,22.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:12,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.75,1.0,-33.457813,-70.630424,31.0,1.0,34.75,28.1,3.0,5.0,5.0,22.0,-33.457813,-70.630424,6.0,0.0
2025-09-16T03:00:15,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.85,1.0,-33.457813,-70.630424,32.0,1.0,34.75,28.1,2.0,5.0,5.0,22.0,-33.457813,-70.630424,5.0,0.0
2025-09-16T03:00:18,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.121,1.0,-33.457813,-70.630424,33.0,1.0,34.5,28.0,1.0,4.0,4.0,22.0,-33.457813,-70.630424,6.0,0.0
2025-09-16T03:00:21,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.583,1.0,-33.457813,-70.630424,34.0,1.0,34.75,28.1,1.0,4.0,4.0,23.0,-33.457813,-70.630424,8.0,0.0
2025-09-16T03:00:24,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.237,1.0,-33.457813,-70.630424,35.0,1.0,34.75,27.9,2.0,5.0,5.0,23.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:27,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.163,1.0,-33.457813,-70.630424,36.0,1.0,34.75,28.1,1.0,4.0,4.0,21.0,-33.457813,-70.630424,6.0,0.0
2025-09-16T03:00:30,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.135,1.0,-33.457813,-70.630424,37.0,1.0,34.75,28.0,1.0,4.0,4.0,21.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:33,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.983,1.0,-33.457813,-70.630424,38.0,1.0,34.75,28.0,2.0,5.0,5.0,21.0,-33.457813,-70.630424,7.0,0.0
2025-09-16T03:00:36,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.948,1.0,-33.457813,-70.630424,39.0,1.0,34.75,28.1,1.0,4.0,4.0,21.0,-33.457813,-70.630424,6.0,0.0
2025-09-16T03:00:39,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.122,1.0,-33.457813,-70.630424,40.0,1.0,34.75,28.3,2.0,5.0,4.0,22.0,-33.457813,-70.630424,6.0,0.0
2025-09-16T03:00:42,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.0,1.0,-33.457809,-70.630424,41.0,1.0,34.75,28.0,1.0,4.0,3.0,22.0,-33.457809,-70.630424,6.0,0.0
2025-09-16T03:00:45,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.835,1.0,-33.457809,-70.630424,42.0,1.0,34.75,28.2,2.0,4.0,4.0,26.0,-33.457809,-70.630424,6.0,0.0
2025-09-16T03:00:48,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.911,1.0,-33.457809,-70.630424,43.0,1.0,34.75,27.9,1.0,4.0,3.0,26.0,-33.457809,-70.630424,6.0,0.0
2025-09-16T03:00:51,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.705,1.0,-33.457806,-70.630424,44.0,1.0,34.75,28.1,2.0,4.0,3.0,22.0,-33.457806,-70.630424,7.0,0.0
2025-09-16T03:00:54,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.013,1.0,-33.457806,-70.630424,45.0,1.0,34.75,28.0,3.0,5.0,5.0,22.0,-33.457806,-70.630424,7.0,0.0
2025-09-16T03:00:57,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.028,1.0,-33.457806,-70.630424,46.0,1.0,34.75,28.0,4.0,5.0,5.0,25.0,-33.457806,-70.630424,7.0,0.0
2025-09-16T03:01:00,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.031,1.0,-33.457806,-70.630424,47.0,1.0,34.75,27.9,3.0,5.0,5.0,25.0,-33.457806,-70.630424,7.0,0.0
2025-09-16T03:01:03,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.081,1.0,-33.457806,-70.630424,48.0,1.0,34.75,28.1,3.0,5.0,5.0,24.0,-33.457806,-70.630424,6.0,0.0
2025-09-16T03:01:06,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.944,1.0,-33.457806,-70.630424,49.0,1.0,34.75,28.0,2.0,3.0,3.0,24.0,-33.457806,-70.630424,7.0,0.0
2025-09-16T03:01:09,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.092,1.0,-33.457806,-70.630424,50.0,1.0,34.75,28.0,3.0,5.0,5.0,24.0,-33.457806,-70.630424,7.0,0.0
2025-09-16T03:01:12,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.002,1.0,-33.457806,-70.630424,51.0,1.0,34.75,28.0,2.0,4.0,4.0,24.0,-33.457806,-70.630424,5.0,0.0
2025-09-16T03:01:15,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.827,1.0,-33.457806,-70.630424,52.0,1.0,34.75,28.0,3.0,5.0,5.0,22.0,-33.457806,-70.630424,6.0,0.0
2025-09-16T03:01:18,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.076,1.0,-33.457806,-70.630424,53.0,1.0,34.75,28.1,2.0,4.0,4.0,22.0,-33.457806,-70.630424,6.0,0.0
2025-09-16T03:01:21,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.004,1.0,-33.457806,-70.630424,54.0,1.0,34.75,28.0,3.0,5.0,5.0,24.0,-33.457806,-70.630424,6.0,0.0
2025-09-16T03:01:24,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.983,1.0,-33.457802,-70.63044,55.0,1.0,34.75,28.0,3.0,5.0,5.0,24.0,-33.457802,-70.63044,6.0,1.0
2025-09-16T03:01:27,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.102,1.0,-33.457764,-70.630493,56.0,1.0,34.75,27.8,2.0,4.0,4.0,22.0,-33.457764,-70.630493,8.0,0.0
2025-09-16T03:01:30,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.133,1.0,-33.457752,-70.630501,57.0,1.0,34.75,28.0,2.0,4.0,4.0,22.0,-33.457752,-70.630501,8.0,0.0
2025-09-16T03:01:33,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.716,1.0,-33.457748,-70.630508,58.0,1.0,34.75,27.9,3.0,5.0,5.0,23.0,-33.457748,-70.630508,8.0,0.0
2025-09-16T03:01:36,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.898,1.0,-33.457752,-70.630508,59.0,1.0,34.75,27.9,2.0,3.0,3.0,23.0,-33.457752,-70.630508,5.0,0.0
2025-09-16T03:01:39,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.687,1.0,-33.457752,-70.630508,60.0,1.0,34.75,28.0,2.0,3.0,3.0,23.0,-33.457752,-70.630508,6.0,0.0
2025-09-16T03:01:42,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.725,1.0,-33.457748,-70.630508,61.0,1.0,35.0,28.0,3.0,5.0,5.0,23.0,-33.457748,-70.630508,6.0,0.0
2025-09-16T03:01:45,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.898,1.0,-33.457748,-70.630508,62.0,1.0,35.0,28.0,4.0,5.0,5.0,24.0,-33.457748,-70.630508,6.0,0.0
2025-09-16T03:01:49,Sin sesión,,,,18,HIRIPRO-01,,0.0,4.122,1.0,-33.457748,-70.630516,63.0,1.0,35.0,28.0,2.0,3.0,3.0,24.0,-33.457748,-70.630516,7.0,0.0
2025-09-16T03:01:51,Sin sesión,,,,18,HIRIPRO-01,,0.0,3.585,1.0,-33.457745,-70.630516,64.0,1.0,35.0,28.3,3.0,4.0,4.0,20.0,-33.457745,-70.630516,7.0,0.0
2025-09-16T03:28:29,Sin sesión,,,,18,HIRIPRO-01,,0.0,0.0,1.0,-33.457695,-70.630302,1.0,1.0,33.25,28.5,3.0,6.0,5.0,19.0,-33.457695,-70.630302,0.0,0.0
2025-09-16T03:28:31,Sin sesión,,,,18,HIRIPRO-01,,0.0,0.0,1.0,-33.457695,-70.630302,2.0,1.0,33.25,28.4,3.0,6.0,5.0,19.0,-33.457695,-70.630302,0.0,0.0
2025-09-16T03:30:03,Sin sesión,,,,18,HIRIPRO-01,,0.0,0.0,1.0,-33.457775,-70.630325,1.0,1.0,33.25,28.4,1.0,3.0,3.0,24.0,-33.457775,-70.630325,8.0,0.0
2025-09-16T03:30:05,Sin sesión,,,,18,HIRIPRO-01,,0.0,0.0,1.0,-33.457726,-70.630341,2.0,1.0,33.25,28.2,2.0,4.0,4.0,25.0,-33.457726,-70.630341,8.0,0.0
2025-09-16T03:30:08,Sin sesión,,,,18,HIRIPRO-01,,0.0,0.0,1.0,-33.457726,-70.630341,3.0,1.0,33.25,28.1,2.0,5.0,4.0,25.0,-33.457726,-70.630341,7.0,0.0
2025-09-16T03:30:11,Sin sesión,,,,18,HIRIPRO-01,,0.0,0.0,1.0,-33.457748,-70.630341,4.0,1.0,33.25,28.3,1.0,4.0,3.0,23.0,-33.457748,-70.630341,7.0,0.0
2025-09-16T03:30:14,Sin sesión,,,,18,HIRIPRO-01,,0.0,0.0,1.0,-33.457745,-70.630341,5.0,1.0,33.25,28.3,3.0,6.0,5.0,23.0,-33.457745,-70.630341,7.0,0.0
2025-09-16T04:32:44,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,0.0,0.0,1.0,1.0,24.9,29.4,3.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0
2025-09-16T04:32:46,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,0.0,0.0,2.0,1.0,24.9,29.0,2.0,6.0,6.0,24.0,0.0,0.0,0.0,0.0
2025-09-16T04:32:49,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,0.0,0.0,3.0,1.0,24.9,29.2,3.0,8.0,7.0,24.0,0.0,0.0,0.0,0.0
2025-09-16T04:32:52,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,0.0,0.0,4.0,1.0,24.9,29.2,3.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0
2025-09-16T04:32:55,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,0.0,0.0,5.0,1.0,24.9,29.4,3.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0
2025-09-16T04:39:08,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630318,1.0,1.0,24.8,29.4,3.0,6.0,6.0,25.0,-33.457672,-70.630318,4.0,0.0
2025-09-16T04:39:09,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630318,2.0,1.0,24.8,29.6,4.0,7.0,7.0,25.0,-33.457672,-70.630318,3.0,0.0
2025-09-16T04:39:12,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457668,-70.630318,3.0,1.0,24.8,29.8,4.0,7.0,7.0,25.0,-33.457668,-70.630318,4.0,0.0
2025-09-16T04:39:16,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457668,-70.630318,4.0,1.0,24.8,29.5,3.0,7.0,7.0,25.0,-33.457668,-70.630318,7.0,0.0
2025-09-16T04:39:19,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630318,5.0,1.0,24.8,29.3,3.0,7.0,7.0,25.0,-33.457672,-70.630318,7.0,0.0
2025-09-16T04:39:22,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630318,6.0,1.0,24.8,29.5,3.0,7.0,7.0,25.0,-33.457672,-70.630318,7.0,0.0
2025-09-16T04:39:25,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630318,7.0,1.0,24.8,29.6,2.0,5.0,5.0,25.0,-33.457672,-70.630318,6.0,0.0
2025-09-16T04:39:28,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630318,8.0,1.0,24.8,29.5,3.0,6.0,6.0,25.0,-33.457672,-70.630318,6.0,0.0
2025-09-16T04:39:31,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630318,9.0,1.0,24.8,29.5,3.0,6.0,6.0,25.0,-33.457672,-70.630318,7.0,0.0
2025-09-16T04:39:34,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,10.0,1.0,24.8,29.6,4.0,6.0,6.0,25.0,-33.457672,-70.63031,8.0,0.0
2025-09-16T04:39:36,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,11.0,1.0,24.8,29.5,4.0,7.0,6.0,25.0,-33.457672,-70.63031,7.0,0.0
2025-09-16T04:39:39,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,12.0,1.0,24.8,29.4,3.0,6.0,5.0,22.0,-33.457672,-70.63031,7.0,0.0
2025-09-16T04:39:42,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,13.0,1.0,24.8,29.6,3.0,6.0,5.0,22.0,-33.457672,-70.63031,6.0,0.0
2025-09-16T04:39:46,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,14.0,1.0,24.8,29.5,3.0,6.0,5.0,22.0,-33.457672,-70.63031,7.0,0.0
2025-09-16T04:39:48,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,15.0,1.0,24.8,29.5,3.0,5.0,5.0,22.0,-33.457672,-70.63031,7.0,0.0
2025-09-16T04:39:51,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,16.0,1.0,24.8,29.4,4.0,6.0,6.0,22.0,-33.457672,-70.63031,6.0,0.0
2025-09-16T04:39:55,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,17.0,1.0,24.8,29.5,3.0,6.0,6.0,22.0,-33.457672,-70.63031,6.0,0.0
2025-09-16T04:39:58,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,18.0,1.0,24.8,29.4,3.0,6.0,5.0,22.0,-33.457672,-70.63031,6.0,0.0
2025-09-16T04:40:01,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,19.0,1.0,24.8,29.4,3.0,6.0,5.0,22.0,-33.457672,-70.63031,6.0,0.0
2025-09-16T04:40:04,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,20.0,1.0,24.8,29.4,2.0,4.0,4.0,22.0,-33.457672,-70.63031,6.0,0.0
2025-09-16T04:40:07,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.63031,21.0,1.0,24.8,29.3,2.0,4.0,4.0,22.0,-33.457672,-70.63031,6.0,0.0
2025-09-16T04:43:59,Sin sesión,,,,18,HIRIPRO-01,,32.5,0.0,1.0,-33.457672,-70.630302,1.0,1.0,25.0,30.4,4.0,6.0,6.0,0.0,-33.457672,-70.630302,0.0,0.0
2025-09-16T04:44:14,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630302,2.0,1.0,25.0,30.0,4.0,5.0,5.0,0.0,-33.457672,-70.630302,0.0,0.0
2025-09-16T04:44:18,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630302,3.0,1.0,25.0,30.0,3.0,4.0,4.0,0.0,-33.457672,-70.630302,0.0,0.0
2025-09-16T04:44:22,Sin sesión,,,,18,HIRIPRO-01,,32.25,0.0,1.0,-33.457672,-70.630302,4.0,1.0,25.1,29.8,2.0,5.0,5.0,0.0,-33.457672,-70.630302,0.0,0.0
2025-09-16T04:45:34,Sin sesión,,,,18,HIRIPRO-01,,32.5,0.0,1.0,-33.457672,-70.630302,5.0,1.0,25.2,30.7,4.0,9.0,7.0,23.0,-33.457672,-70.630302,0.0,0.0
2025-09-16T04:47:37,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457703,-70.630287,1.0,1.0,25.4,29.0,3.0,6.0,6.0,0.0,-33.457703,-70.630287,7.0,0.0
2025-09-16T04:47:39,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457703,-70.630287,2.0,1.0,25.4,29.0,2.0,5.0,5.0,0.0,-33.457703,-70.630287,5.0,0.0
2025-09-16T04:47:43,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457703,-70.630287,3.0,1.0,25.4,29.2,3.0,6.0,6.0,0.0,-33.457703,-70.630287,5.0,0.0
2025-09-16T04:47:46,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457703,-70.630287,4.0,1.0,25.4,29.2,3.0,6.0,6.0,0.0,-33.457703,-70.630287,6.0,0.0
2025-09-16T04:47:48,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457703,-70.630287,5.0,1.0,25.4,29.2,2.0,6.0,6.0,0.0,-33.457703,-70.630287,6.0,0.0
2025-09-16T04:47:52,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457703,-70.630287,6.0,1.0,25.3,29.2,3.0,7.0,7.0,0.0,-33.457703,-70.630287,7.0,0.0
2025-09-16T04:48:05,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,7.0,1.0,25.4,29.3,3.0,7.0,6.0,0.0,-33.457699,-70.630287,5.0,0.0
2025-09-16T04:48:08,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,8.0,1.0,25.4,29.2,4.0,7.0,6.0,0.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:48:10,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,9.0,1.0,25.4,29.2,3.0,6.0,6.0,0.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:48:13,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,10.0,1.0,25.4,29.2,3.0,6.0,6.0,0.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:48:15,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,11.0,1.0,25.4,29.1,3.0,7.0,6.0,0.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:48:16,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,12.0,1.0,25.4,29.1,3.0,7.0,6.0,0.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:48:18,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,13.0,1.0,25.4,29.0,5.0,8.0,7.0,0.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:48:20,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,14.0,1.0,25.4,29.0,5.0,8.0,7.0,18.0,-33.457699,-70.630287,6.0,0.0
2025-09-16T04:48:22,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,15.0,1.0,25.4,29.0,4.0,7.0,6.0,18.0,-33.457699,-70.630287,5.0,0.0
2025-09-16T04:48:28,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,16.0,1.0,25.4,29.0,5.0,8.0,7.0,18.0,-33.457699,-70.630287,6.0,0.0
2025-09-16T04:48:29,Sin sesión,,,,18,HIRIPRO-01,,32.75,0.0,1.0,-33.457699,-70.630287,17.0,1.0,25.4,29.0,5.0,8.0,7.0,18.0,-33.457699,-70.630287,5.0,0.0
2025-09-16T04:49:34,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,18.0,1.0,25.4,29.1,3.0,8.0,8.0,23.0,-33.457699,-70.630287,5.0,0.0
2025-09-16T04:49:40,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,19.0,1.0,25.4,30.3,2.0,7.0,6.0,23.0,-33.457699,-70.630287,4.0,0.0
2025-09-16T04:49:43,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,20.0,1.0,25.4,30.6,2.0,6.0,6.0,23.0,-33.457699,-70.630287,5.0,0.0
2025-09-16T04:49:46,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,21.0,1.0,25.4,30.7,3.0,7.0,7.0,23.0,-33.457699,-70.630287,6.0,0.0
2025-09-16T04:49:48,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,22.0,1.0,25.4,30.7,3.0,7.0,7.0,23.0,-33.457699,-70.630287,6.0,0.0
2025-09-16T04:49:51,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,23.0,1.0,25.4,30.7,3.0,7.0,6.0,23.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:49:54,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,24.0,1.0,25.4,30.7,3.0,7.0,6.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:49:57,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,25.0,1.0,25.4,30.8,3.0,6.0,5.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:50:00,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,26.0,1.0,25.4,31.0,3.0,6.0,5.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:50:03,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,27.0,1.0,25.4,30.7,4.0,7.0,6.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:50:06,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,28.0,1.0,25.4,30.4,4.0,7.0,6.0,23.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:50:09,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,29.0,1.0,25.4,30.1,2.0,6.0,5.0,23.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:50:12,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,30.0,1.0,25.4,30.2,2.0,5.0,4.0,23.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:50:15,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,31.0,1.0,25.4,30.0,3.0,6.0,5.0,23.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:50:18,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.457699,-70.630287,32.0,1.0,25.4,29.8,3.0,6.0,6.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:50:21,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,33.0,1.0,25.5,29.5,2.0,6.0,5.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:50:24,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.457699,-70.630287,34.0,1.0,25.4,29.7,3.0,7.0,6.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:50:27,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.457699,-70.630287,35.0,1.0,25.5,29.5,3.0,5.0,5.0,23.0,-33.457699,-70.630287,9.0,0.0
2025-09-16T04:50:30,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,36.0,1.0,25.5,29.6,3.0,5.0,5.0,23.0,-33.457699,-70.630287,8.0,0.0
2025-09-16T04:50:33,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,37.0,1.0,25.5,29.4,3.0,5.0,5.0,23.0,-33.457699,-70.630287,6.0,0.0
2025-09-16T04:50:36,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,38.0,1.0,25.5,29.3,4.0,6.0,6.0,23.0,-33.457699,-70.630287,6.0,0.0
2025-09-16T04:50:39,Sin sesión,,,,18,HIRIPRO-01,,33.0,0.0,1.0,-33.457699,-70.630287,39.0,1.0,25.5,29.4,4.0,7.0,7.0,23.0,-33.457699,-70.630287,7.0,0.0
2025-09-16T04:50:42,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.457699,-70.630287,40.0,1.0,25.5,29.4,4.0,7.0,7.0,23.0,-33.457699,-70.630287,7.0,0.0
