time,envio_n,lat,lon,pm25,pm1,pm10,temp_pms,hum,vbat,csq,sats,speed_kmh
2025-09-16T03:01:33,58.0,-33.457748,-70.630508,5.0,3.0,5.0,34.75,27.9,3.716,23.0,8.0,0.0
2025-09-16T03:01:36,59.0,-33.457752,-70.630508,3.0,2.0,3.0,34.75,27.9,3.898,23.0,5.0,0.0
2025-09-16T03:01:39,60.0,-33.457752,-70.630508,3.0,2.0,3.0,34.75,28.0,3.687,23.0,6.0,0.0
2025-09-16T03:01:42,61.0,-33.457748,-70.630508,5.0,3.0,5.0,35.0,28.0,3.725,23.0,6.0,0.0
2025-09-16T03:01:45,62.0,-33.457748,-70.630508,5.0,4.0,5.0,35.0,28.0,3.898,24.0,6.0,0.0
2025-09-16T03:01:49,63.0,-33.457748,-70.630516,3.0,2.0,3.0,35.0,28.0,4.122,24.0,7.0,0.0
2025-09-16T03:01:51,64.0,-33.457745,-70.630516,4.0,3.0,4.0,35.0,28.3,3.585,20.0,7.0,0.0
2025-09-16T03:28:29,1.0,-33.457695,-70.630302,5.0,3.0,6.0,33.25,28.5,0.0,19.0,0.0,0.0
2025-09-16T03:28:31,2.0,-33.457695,-70.630302,5.0,3.0,6.0,33.25,28.4,0.0,19.0,0.0,0.0
2025-09-16T03:30:03,1.0,-33.457775,-70.630325,3.0,1.0,3.0,33.25,28.4,0.0,24.0,8.0,0.0
2025-09-16T03:30:05,2.0,-33.457726,-70.630341,4.0,2.0,4.0,33.25,28.2,0.0,25.0,8.0,0.0
2025-09-16T03:30:08,3.0,-33.457726,-70.630341,4.0,2.0,5.0,33.25,28.1,0.0,25.0,7.0,0.0
2025-09-16T03:30:11,4.0,-33.457748,-70.630341,3.0,1.0,4.0,33.25,28.3,0.0,23.0,7.0,0.0
2025-09-16T03:30:14,5.0,-33.457745,-70.630341,5.0,3.0,6.0,33.25,28.3,0.0,23.0,7.0,0.0
2025-09-16T04:32:44,1.0,0.0,0.0,6.0,3.0,6.0,24.9,29.4,0.0,24.0,0.0,0.0
2025-09-16T04:32:46,2.0,0.0,0.0,6.0,2.0,6.0,24.9,29.0,0.0,24.0,0.0,0.0
2025-09-16T04:32:49,3.0,0.0,0.0,7.0,3.0,8.0,24.9,29.2,0.0,24.0,0.0,0.0
2025-09-16T04:32:52,4.0,0.0,0.0,7.0,3.0,7.0,24.9,29.2,0.0,24.0,0.0,0.0
2025-09-16T04:32:55,5.0,0.0,0.0,7.0,3.0,7.0,24.9,29.4,0.0,24.0,0.0,0.0
2025-09-16T04:39:08,1.0,-33.457672,-70.630318,6.0,3.0,6.0,24.8,29.4,0.0,25.0,4.0,0.0
2025-09-16T04:39:09,2.0,-33.457672,-70.630318,7.0,4.0,7.0,24.8,29.6,0.0,25.0,3.0,0.0
2025-09-16T04:39:12,3.0,-33.457668,-70.630318,7.0,4.0,7.0,24.8,29.8,0.0,25.0,4.0,0.0
2025-09-16T04:39:16,4.0,-33.457668,-70.630318,7.0,3.0,7.0,24.8,29.5,0.0,25.0,7.0,0.0
2025-09-16T04:39:19,5.0,-33.457672,-70.630318,7.0,3.0,7.0,24.8,29.3,0.0,25.0,7.0,0.0
2025-09-16T04:39:22,6.0,-33.457672,-70.630318,7.0,3.0,7.0,24.8,29.5,0.0,25.0,7.0,0.0
2025-09-16T04:39:25,7.0,-33.457672,-70.630318,5.0,2.0,5.0,24.8,29.6,0.0,25.0,6.0,0.0
2025-09-16T04:39:28,8.0,-33.457672,-70.630318,6.0,3.0,6.0,24.8,29.5,0.0,25.0,6.0,0.0
2025-09-16T04:39:31,9.0,-33.457672,-70.630318,6.0,3.0,6.0,24.8,29.5,0.0,25.0,7.0,0.0
2025-09-16T04:39:34,10.0,-33.457672,-70.63031,6.0,4.0,6.0,24.8,29.6,0.0,25.0,8.0,0.0
2025-09-16T04:39:36,11.0,-33.457672,-70.63031,6.0,4.0,7.0,24.8,29.5,0.0,25.0,7.0,0.0
2025-09-16T04:39:39,12.0,-33.457672,-70.63031,5.0,3.0,6.0,24.8,29.4,0.0,22.0,7.0,0.0
2025-09-16T04:39:42,13.0,-33.457672,-70.63031,5.0,3.0,6.0,24.8,29.6,0.0,22.0,6.0,0.0
2025-09-16T04:39:46,14.0,-33.457672,-70.63031,5.0,3.0,6.0,24.8,29.5,0.0,22.0,7.0,0.0
2025-09-16T04:39:48,15.0,-33.457672,-70.63031,5.0,3.0,5.0,24.8,29.5,0.0,22.0,7.0,0.0
2025-09-16T04:39:51,16.0,-33.457672,-70.63031,6.0,4.0,6.0,24.8,29.4,0.0,22.0,6.0,0.0
2025-09-16T04:39:55,17.0,-33.457672,-70.63031,6.0,3.0,6.0,24.8,29.5,0.0,22.0,6.0,0.0
2025-09-16T04:39:58,18.0,-33.457672,-70.63031,5.0,3.0,6.0,24.8,29.4,0.0,22.0,6.0,0.0
2025-09-16T04:40:01,19.0,-33.457672,-70.63031,5.0,3.0,6.0,24.8,29.4,0.0,22.0,6.0,0.0
2025-09-16T04:40:04,20.0,-33.457672,-70.63031,4.0,2.0,4.0,24.8,29.4,0.0,22.0,6.0,0.0
2025-09-16T04:40:07,21.0,-33.457672,-70.63031,4.0,2.0,4.0,24.8,29.3,0.0,22.0,6.0,0.0
2025-09-16T04:43:59,1.0,-33.457672,-70.630302,6.0,4.0,6.0,25.0,30.4,0.0,0.0,0.0,0.0
2025-09-16T04:44:14,2.0,-33.457672,-70.630302,5.0,4.0,5.0,25.0,30.0,0.0,0.0,0.0,0.0
2025-09-16T04:44:18,3.0,-33.457672,-70.630302,4.0,3.0,4.0,25.0,30.0,0.0,0.0,0.0,0.0
2025-09-16T04:44:22,4.0,-33.457672,-70.630302,5.0,2.0,5.0,25.1,29.8,0.0,0.0,0.0,0.0
2025-09-16T04:45:34,5.0,-33.457672,-70.630302,7.0,4.0,9.0,25.2,30.7,0.0,23.0,0.0,0.0
2025-09-16T04:47:37,1.0,-33.457703,-70.630287,6.0,3.0,6.0,25.4,29.0,0.0,0.0,7.0,0.0
2025-09-16T04:47:39,2.0,-33.457703,-70.630287,5.0,2.0,5.0,25.4,29.0,0.0,0.0,5.0,0.0
2025-09-16T04:47:43,3.0,-33.457703,-70.630287,6.0,3.0,6.0,25.4,29.2,0.0,0.0,5.0,0.0
2025-09-16T04:47:46,4.0,-33.457703,-70.630287,6.0,3.0,6.0,25.4,29.2,0.0,0.0,6.0,0.0
2025-09-16T04:47:48,5.0,-33.457703,-70.630287,6.0,2.0,6.0,25.4,29.2,0.0,0.0,6.0,0.0
2025-09-16T04:47:52,6.0,-33.457703,-70.630287,7.0,3.0,7.0,25.3,29.2,0.0,0.0,7.0,0.0
2025-09-16T04:48:05,7.0,-33.457699,-70.630287,6.0,3.0,7.0,25.4,29.3,0.0,0.0,5.0,0.0
2025-09-16T04:48:08,8.0,-33.457699,-70.630287,6.0,4.0,7.0,25.4,29.2,0.0,0.0,7.0,0.0
2025-09-16T04:48:10,9.0,-33.457699,-70.630287,6.0,3.0,6.0,25.4,29.2,0.0,0.0,8.0,0.0
2025-09-16T04:48:13,10.0,-33.457699,-70.630287,6.0,3.0,6.0,25.4,29.2,0.0,0.0,8.0,0.0
2025-09-16T04:48:15,11.0,-33.457699,-70.630287,6.0,3.0,7.0,25.4,29.1,0.0,0.0,8.0,0.0
2025-09-16T04:48:16,12.0,-33.457699,-70.630287,6.0,3.0,7.0,25.4,29.1,0.0,0.0,7.0,0.0
2025-09-16T04:48:18,13.0,-33.457699,-70.630287,7.0,5.0,8.0,25.4,29.0,0.0,0.0,7.0,0.0
2025-09-16T04:48:20,14.0,-33.457699,-70.630287,7.0,5.0,8.0,25.4,29.0,0.0,18.0,6.0,0.0
2025-09-16T04:48:22,15.0,-33.457699,-70.630287,6.0,4.0,7.0,25.4,29.0,0.0,18.0,5.0,0.0
2025-09-16T04:48:28,16.0,-33.457699,-70.630287,7.0,5.0,8.0,25.4,29.0,0.0,18.0,6.0,0.0
2025-09-16T04:48:29,17.0,-33.457699,-70.630287,7.0,5.0,8.0,25.4,29.0,0.0,18.0,5.0,0.0
2025-09-16T04:49:34,18.0,-33.457699,-70.630287,8.0,3.0,8.0,25.4,29.1,0.0,23.0,5.0,0.0
2025-09-16T04:49:40,19.0,-33.457699,-70.630287,6.0,2.0,7.0,25.4,30.3,0.0,23.0,4.0,0.0
2025-09-16T04:49:43,20.0,-33.457699,-70.630287,6.0,2.0,6.0,25.4,30.6,0.0,23.0,5.0,0.0
2025-09-16T04:49:46,21.0,-33.457699,-70.630287,7.0,3.0,7.0,25.4,30.7,0.0,23.0,6.0,0.0
2025-09-16T04:49:48,22.0,-33.457699,-70.630287,7.0,3.0,7.0,25.4,30.7,0.0,23.0,6.0,0.0
2025-09-16T04:49:51,23.0,-33.457699,-70.630287,6.0,3.0,7.0,25.4,30.7,0.0,23.0,7.0,0.0
2025-09-16T04:49:54,24.0,-33.457699,-70.630287,6.0,3.0,7.0,25.4,30.7,0.0,23.0,8.0,0.0
2025-09-16T04:49:57,25.0,-33.457699,-70.630287,5.0,3.0,6.0,25.4,30.8,0.0,23.0,8.0,0.0
2025-09-16T04:50:00,26.0,-33.457699,-70.630287,5.0,3.0,6.0,25.4,31.0,0.0,23.0,8.0,0.0
2025-09-16T04:50:03,27.0,-33.457699,-70.630287,6.0,4.0,7.0,25.4,30.7,0.0,23.0,8.0,0.0
2025-09-16T04:50:06,28.0,-33.457699,-70.630287,6.0,4.0,7.0,25.4,30.4,0.0,23.0,7.0,0.0
2025-09-16T04:50:09,29.0,-33.457699,-70.630287,5.0,2.0,6.0,25.4,30.1,0.0,23.0,7.0,0.0
2025-09-16T04:50:12,30.0,-33.457699,-70.630287,4.0,2.0,5.0,25.4,30.2,0.0,23.0,7.0,0.0
2025-09-16T04:50:15,31.0,-33.457699,-70.630287,5.0,3.0,6.0,25.4,30.0,0.0,23.0,7.0,0.0
2025-09-16T04:50:18,32.0,-33.457699,-70.630287,6.0,3.0,6.0,25.4,29.8,0.0,23.0,8.0,0.0
2025-09-16T04:50:21,33.0,-33.457699,-70.630287,5.0,2.0,6.0,25.5,29.5,0.0,23.0,8.0,0.0
2025-09-16T04:50:24,34.0,-33.457699,-70.630287,6.0,3.0,7.0,25.4,29.7,0.0,23.0,8.0,0.0
2025-09-16T04:50:27,35.0,-33.457699,-70.630287,5.0,3.0,5.0,25.5,29.5,0.0,23.0,9.0,0.0
2025-09-16T04:50:30,36.0,-33.457699,-70.630287,5.0,3.0,5.0,25.5,29.6,0.0,23.0,8.0,0.0
2025-09-16T04:50:33,37.0,-33.457699,-70.630287,5.0,3.0,5.0,25.5,29.4,0.0,23.0,6.0,0.0
2025-09-16T04:50:36,38.0,-33.457699,-70.630287,6.0,4.0,6.0,25.5,29.3,0.0,23.0,6.0,0.0
2025-09-16T04:50:39,39.0,-33.457699,-70.630287,7.0,4.0,7.0,25.5,29.4,0.0,23.0,7.0,0.0
2025-09-16T04:50:42,40.0,-33.457699,-70.630287,7.0,4.0,7.0,25.5,29.4,0.0,23.0,7.0,0.0
2025-09-16T04:50:45,41.0,-33.457699,-70.630287,7.0,4.0,7.0,25.5,29.1,0.0,23.0,6.0,0.0
2025-09-16T04:50:48,42.0,-33.457699,-70.630287,8.0,4.0,8.0,25.5,29.3,0.0,23.0,5.0,0.0
2025-09-16T04:50:51,43.0,-33.457699,-70.630287,8.0,4.0,8.0,25.5,29.1,0.0,23.0,6.0,0.0
2025-09-16T04:50:54,44.0,-33.457699,-70.630287,8.0,4.0,8.0,25.5,29.1,0.0,23.0,6.0,0.0
2025-09-16T04:50:58,45.0,-33.457695,-70.630287,7.0,3.0,7.0,25.5,29.1,0.0,23.0,5.0,0.0
2025-09-16T04:51:00,46.0,-33.457695,-70.630287,7.0,3.0,7.0,25.5,29.2,0.0,23.0,6.0,0.0
2025-09-16T04:51:03,47.0,-33.457695,-70.630287,7.0,4.0,7.0,25.5,29.0,0.0,23.0,9.0,0.0
2025-09-16T04:51:06,48.0,-33.457695,-70.630287,6.0,3.0,6.0,25.5,29.0,0.0,23.0,9.0,0.0
2025-09-16T04:51:09,49.0,-33.457695,-70.630287,6.0,4.0,6.0,25.5,29.1,0.0,23.0,8.0,0.0
2025-09-16T04:51:12,50.0,-33.457695,-70.630287,6.0,4.0,6.0,25.5,29.2,0.0,23.0,8.0,0.0
2025-09-16T04:51:15,51.0,-33.457695,-70.630287,5.0,3.0,5.0,25.5,28.9,0.0,23.0,8.0,0.0
2025-09-16T04:51:18,52.0,-33.457695,-70.630287,6.0,4.0,6.0,25.5,28.8,0.0,23.0,7.0,0.0
2025-09-16T04:51:21,53.0,-33.457695,-70.630287,7.0,4.0,7.0,25.6,28.9,0.0,25.0,8.0,0.0
2025-09-16T04:51:24,54.0,-33.457695,-70.630287,5.0,3.0,5.0,25.5,28.9,0.0,25.0,7.0,0.0
2025-09-16T04:51:28,55.0,-33.457695,-70.630287,6.0,4.0,6.0,25.6,29.1,0.0,25.0,7.0,0.0
2025-09-16T04:51:30,56.0,-33.457695,-70.630287,6.0,4.0,6.0,25.5,29.0,0.0,25.0,7.0,0.0
2025-09-16T04:51:33,57.0,-33.457695,-70.630287,6.0,4.0,6.0,25.6,28.7,0.0,25.0,7.0,0.0
2025-09-16T04:51:36,58.0,-33.457695,-70.630287,5.0,3.0,5.0,25.5,28.7,0.0,25.0,6.0,0.0
2025-09-16T04:51:40,59.0,-33.457695,-70.630287,6.0,4.0,6.0,25.5,29.0,0.0,25.0,6.0,0.0
2025-09-16T04:51:42,60.0,-33.457695,-70.630287,6.0,4.0,6.0,25.6,28.9,0.0,25.0,6.0,0.0
2025-09-16T04:51:45,61.0,-33.457695,-70.630287,5.0,3.0,5.0,25.6,28.9,0.0,25.0,5.0,0.0
2025-09-16T04:51:48,62.0,-33.457695,-70.630287,5.0,3.0,5.0,25.6,28.8,0.0,25.0,6.0,0.0
2025-09-16T04:51:51,63.0,-33.457695,-70.630287,6.0,3.0,6.0,25.6,28.9,0.0,25.0,6.0,0.0
2025-09-16T04:51:54,64.0,-33.457695,-70.630287,6.0,3.0,6.0,25.6,28.8,0.0,25.0,5.0,0.0
2025-09-16T04:51:58,65.0,-33.457695,-70.630287,6.0,3.0,6.0,25.6,28.8,0.0,25.0,6.0,0.0
2025-09-16T04:52:00,66.0,-33.457695,-70.630287,5.0,2.0,5.0,25.6,28.8,0.0,25.0,7.0,0.0
2025-09-16T04:52:03,67.0,-33.457695,-70.630287,6.0,3.0,6.0,25.6,28.7,0.0,25.0,7.0,0.0
2025-09-16T04:55:18,1.0,-33.457695,-70.63028,6.0,3.0,6.0,26.0,28.5,0.0,0.0,0.0,0.0
2025-09-16T04:55:21,2.0,-33.457695,-70.63028,5.0,2.0,5.0,26.0,28.6,0.0,0.0,0.0,0.0
2025-09-16T04:55:24,3.0,-33.457695,-70.63028,5.0,2.0,5.0,26.0,28.5,0.0,0.0,0.0,0.0
2025-09-16T04:55:27,4.0,-33.457695,-70.63028,7.0,4.0,7.0,26.0,28.6,0.0,0.0,0.0,0.0
2025-09-16T04:55:35,5.0,-33.457695,-70.63028,7.0,2.0,7.0,26.0,28.7,0.0,0.0,0.0,0.0
2025-09-16T04:55:38,6.0,-33.457695,-70.63028,7.0,3.0,7.0,26.0,28.8,0.0,0.0,0.0,0.0
2025-09-16T04:55:41,7.0,-33.457695,-70.63028,7.0,3.0,7.0,26.0,28.8,0.0,0.0,0.0,0.0
2025-09-16T04:56:37,8.0,-33.457695,-70.63028,7.0,4.0,7.0,26.1,28.4,0.0,25.0,0.0,0.0
2025-09-16T04:56:41,9.0,-33.457695,-70.63028,5.0,3.0,5.0,26.1,28.4,0.0,25.0,0.0,0.0
2025-09-16T04:57:25,1.0,0.0,0.0,5.0,2.0,5.0,26.1,28.3,0.0,0.0,0.0,0.0
2025-09-16T04:57:28,2.0,0.0,0.0,6.0,3.0,6.0,26.0,28.4,0.0,0.0,0.0,0.0
2025-09-16T04:57:31,3.0,0.0,0.0,6.0,4.0,6.0,26.0,28.6,0.0,0.0,0.0,0.0
2025-09-16T04:57:34,4.0,-33.457802,-70.630318,6.0,3.0,6.0,26.1,28.8,0.0,0.0,5.0,2.1
2025-09-16T04:57:37,5.0,-33.457687,-70.630287,6.0,3.0,6.0,26.1,28.7,0.0,0.0,5.0,2.3
2025-09-16T04:57:40,6.0,-33.457634,-70.63028,6.0,3.0,6.0,26.1,28.6,0.0,0.0,5.0,0.8
2025-09-16T04:57:43,7.0,-33.457607,-70.630287,7.0,4.0,7.0,26.1,28.7,0.0,0.0,6.0,1.2
2025-09-16T04:57:46,8.0,-33.457607,-70.630302,7.0,4.0,7.0,26.1,28.7,0.0,0.0,6.0,0.0
2025-09-16T04:57:49,9.0,-33.457611,-70.630302,6.0,3.0,6.0,26.1,28.5,0.0,0.0,5.0,0.0
2025-09-16T04:57:52,10.0,-33.457596,-70.630295,6.0,3.0,6.0,26.0,28.7,0.0,0.0,5.0,0.0
2025-09-16T04:57:55,11.0,-33.457592,-70.630287,6.0,3.0,6.0,26.1,28.4,0.0,0.0,5.0,0.0
2025-09-16T04:57:58,12.0,-33.457592,-70.630287,6.0,2.0,6.0,26.1,28.4,0.0,0.0,5.0,0.0
2025-09-16T04:58:08,13.0,-33.4576,-70.630287,5.0,2.0,6.0,26.1,28.4,0.0,0.0,4.0,0.0
2025-09-16T04:58:13,14.0,-33.4576,-70.630264,5.0,2.0,6.0,26.0,28.3,0.0,0.0,5.0,0.0
2025-09-16T05:00:16,1.0,-33.457596,-70.630264,6.0,3.0,6.0,26.1,28.2,0.0,0.0,0.0,0.0
2025-09-16T05:00:19,2.0,-33.457596,-70.630264,7.0,4.0,7.0,26.1,28.1,0.0,0.0,0.0,0.0
2025-09-16T05:00:22,3.0,-33.457596,-70.630264,5.0,3.0,6.0,26.1,28.2,0.0,0.0,0.0,0.0
2025-09-16T05:00:25,4.0,-33.457596,-70.630264,5.0,2.0,5.0,26.1,28.0,0.0,0.0,0.0,0.0
2025-09-16T05:01:09,5.0,-33.457596,-70.630264,8.0,5.0,8.0,26.1,28.0,0.0,24.0,0.0,0.0
2025-09-16T05:03:27,1.0,0.0,0.0,6.0,3.0,6.0,26.0,27.8,0.0,0.0,0.0,0.0
2025-09-16T05:03:31,2.0,0.0,0.0,6.0,3.0,6.0,26.0,28.0,0.0,0.0,0.0,0.0
2025-09-16T05:03:38,3.0,-33.457691,-70.630379,6.0,4.0,7.0,26.0,28.0,0.0,0.0,4.0,2.5
2025-09-16T05:03:41,4.0,-33.457649,-70.630363,6.0,4.0,7.0,26.0,28.0,0.0,0.0,5.0,4.0
2025-09-16T05:03:44,5.0,-33.457649,-70.630371,6.0,4.0,7.0,26.0,28.1,0.0,0.0,3.0,0.0
2025-09-16T05:03:47,6.0,-33.457664,-70.630356,7.0,4.0,7.0,26.0,28.0,0.0,0.0,3.0,2.0
2025-09-16T05:16:41,7.0,-33.457615,-70.630409,8.0,4.0,8.0,25.3,28.1,0.0,24.0,3.0,0.0
2025-09-16T05:16:44,8.0,-33.457615,-70.630409,8.0,4.0,8.0,25.3,28.3,0.0,24.0,3.0,0.0
2025-09-16T05:16:47,9.0,-33.457615,-70.630409,7.0,3.0,8.0,25.3,28.3,0.0,24.0,4.0,0.0
2025-09-16T05:19:31,1.0,0.0,0.0,6.0,3.0,7.0,25.3,28.5,0.0,0.0,0.0,0.0
2025-09-16T05:19:37,2.0,0.0,0.0,6.0,3.0,7.0,25.3,28.7,0.0,0.0,0.0,0.0
2025-09-16T05:19:40,3.0,0.0,0.0,8.0,4.0,8.0,25.3,28.8,0.0,0.0,0.0,0.0
2025-09-16T05:26:33,1.0,0.0,0.0,5.0,3.0,6.0,25.3,28.4,0.0,0.0,0.0,0.0
2025-09-16T05:26:36,2.0,0.0,0.0,5.0,3.0,6.0,25.3,28.5,0.0,0.0,0.0,0.0
2025-09-16T05:26:39,3.0,0.0,0.0,7.0,5.0,7.0,25.3,28.6,0.0,0.0,0.0,0.0
2025-09-16T05:26:43,4.0,0.0,0.0,6.0,4.0,6.0,25.3,28.5,0.0,0.0,0.0,0.0
2025-09-16T05:26:46,5.0,0.0,0.0,6.0,4.0,6.0,25.3,28.7,0.0,0.0,0.0,0.0
2025-09-16T05:27:02,6.0,0.0,0.0,8.0,4.0,8.0,25.3,29.0,0.0,0.0,0.0,0.0
2025-09-16T05:27:05,7.0,0.0,0.0,8.0,5.0,8.0,25.3,29.0,0.0,0.0,0.0,0.0
2025-09-16T05:27:08,8.0,0.0,0.0,8.0,5.0,8.0,25.3,29.3,0.0,0.0,0.0,0.0
2025-09-16T05:27:11,9.0,0.0,0.0,7.0,5.0,7.0,25.3,29.4,0.0,0.0,0.0,0.0
2025-09-16T05:27:14,10.0,0.0,0.0,6.0,4.0,6.0,25.3,29.3,0.0,0.0,0.0,0.0
2025-09-16T05:28:15,11.0,0.0,0.0,7.0,4.0,7.0,25.2,28.9,0.0,23.0,0.0,0.0
2025-09-16T05:28:17,12.0,0.0,0.0,6.0,4.0,6.0,25.3,29.1,0.0,23.0,0.0,0.0
2025-09-16T05:28:20,13.0,0.0,0.0,6.0,4.0,6.0,25.3,29.1,0.0,23.0,0.0,0.0
2025-09-16T05:28:23,14.0,0.0,0.0,6.0,5.0,6.0,25.3,29.3,0.0,23.0,0.0,0.0
2025-09-16T05:28:26,15.0,0.0,0.0,6.0,4.0,6.0,25.3,29.4,0.0,26.0,0.0,0.0
2025-09-16T05:28:29,16.0,0.0,0.0,4.0,3.0,4.0,25.3,29.5,0.0,26.0,0.0,0.0
2025-09-16T05:28:32,17.0,0.0,0.0,4.0,3.0,4.0,25.3,29.6,0.0,26.0,0.0,0.0
2025-09-16T05:28:36,18.0,0.0,0.0,5.0,4.0,5.0,25.3,30.0,0.0,26.0,0.0,0.0
2025-09-16T05:28:39,19.0,0.0,0.0,6.0,4.0,6.0,25.3,29.5,0.0,26.0,0.0,0.0
2025-09-16T05:28:42,20.0,0.0,0.0,5.0,3.0,5.0,25.2,29.5,0.0,26.0,0.0,0.0
2025-09-16T05:28:45,21.0,0.0,0.0,5.0,3.0,5.0,25.3,29.4,0.0,26.0,0.0,0.0
2025-09-16T05:28:51,22.0,0.0,0.0,7.0,4.0,7.0,25.3,29.3,0.0,26.0,0.0,0.0
2025-09-16T05:28:54,23.0,0.0,0.0,7.0,4.0,7.0,25.3,29.1,0.0,26.0,0.0,0.0
2025-09-16T05:28:57,24.0,0.0,0.0,6.0,3.0,6.0,25.3,29.1,0.0,26.0,0.0,0.0
2025-09-16T05:29:00,25.0,0.0,0.0,6.0,3.0,6.0,25.3,29.1,0.0,26.0,0.0,0.0
2025-09-16T05:29:03,26.0,0.0,0.0,5.0,3.0,5.0,25.3,28.9,0.0,26.0,0.0,0.0
2025-09-16T05:29:06,27.0,0.0,0.0,6.0,4.0,6.0,25.3,28.9,0.0,26.0,0.0,0.0
2025-09-16T05:29:09,28.0,0.0,0.0,6.0,4.0,6.0,25.3,29.0,0.0,26.0,0.0,0.0
