fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-09-20T12:41:06,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431084,-70.603439,1421.0,1.0,25.9,30.8,0.0,1.0,1.0,31.0,-33.431084,-70.603439,8.0,3.2,"9140418, 9140419, 9140420, 9140421, 9140422, 9140423, 9140424, 9140425, 9140426, 9140427, 9140428, 9140429, 9140430, 9140431, 9140432, 9140433, 9140434"
2025-09-20T12:41:03,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431126,-70.603416,1420.0,1.0,25.9,30.6,1.0,2.0,2.0,31.0,-33.431126,-70.603416,8.0,10.4,"9140401, 9140402, 9140403, 9140404, 9140405, 9140406, 9140407, 9140408, 9140409, 9140410, 9140411, 9140412, 9140413, 9140414, 9140415, 9140416, 9140417"
2025-09-20T12:41:00,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.43121,-70.603386,1419.0,1.0,25.9,30.8,1.0,3.0,3.0,31.0,-33.43121,-70.603386,8.0,15.0,"9140384, 9140385, 9140386, 9140387, 9140388, 9140389, 9140390, 9140391, 9140392, 9140393, 9140394, 9140395, 9140396, 9140397, 9140398, 9140399, 9140400"
2025-09-20T12:40:57,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431293,-70.603279,1418.0,1.0,25.9,30.6,1.0,3.0,3.0,31.0,-33.431293,-70.603279,7.0,21.1,"9140367, 9140368, 9140369, 9140370, 9140371, 9140372, 9140373, 9140374, 9140375, 9140376, 9140377, 9140378, 9140379, 9140380, 9140381, 9140382, 9140383"
2025-09-20T12:40:54,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431332,-70.602928,1417.0,1.0,25.9,30.7,0.0,2.0,2.0,31.0,-33.431332,-70.602928,6.0,27.8,"9140350, 9140351, 9140352, 9140353, 9140354, 9140355, 9140356, 9140357, 9140358, 9140359, 9140360, 9140361, 9140362, 9140363, 9140364, 9140365, 9140366"
2025-09-20T12:40:51,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431324,-70.602707,1416.0,1.0,25.9,30.4,1.0,3.0,3.0,31.0,-33.431324,-70.602707,7.0,17.3,"9140333, 9140334, 9140335, 9140336, 9140337, 9140338, 9140339, 9140340, 9140341, 9140342, 9140343, 9140344, 9140345, 9140346, 9140347, 9140348, 9140349"
2025-09-20T12:40:48,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431339,-70.602547,1415.0,1.0,25.9,30.3,1.0,3.0,3.0,31.0,-33.431339,-70.602547,8.0,11.7,"9140316, 9140317, 9140318, 9140319, 9140320, 9140321, 9140322, 9140323, 9140324, 9140325, 9140326, 9140327, 9140328, 9140329, 9140330, 9140331, 9140332"
2025-09-20T12:40:45,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431263,-70.602493,1414.0,1.0,25.9,30.4,0.0,2.0,2.0,31.0,-33.431263,-70.602493,7.0,13.7,"9140299, 9140300, 9140301, 9140302, 9140303, 9140304, 9140305, 9140306, 9140307, 9140308, 9140309, 9140310, 9140311, 9140312, 9140313, 9140314, 9140315"
2025-09-20T12:40:42,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.431091,-70.602547,1413.0,1.0,25.9,30.4,0.0,2.0,2.0,31.0,-33.431091,-70.602547,8.0,30.2,"9140282, 9140283, 9140284, 9140285, 9140286, 9140287, 9140288, 9140289, 9140290, 9140291, 9140292, 9140293, 9140294, 9140295, 9140296, 9140297, 9140298"
2025-09-20T12:40:39,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430862,-70.6026,1412.0,1.0,25.9,30.3,0.0,2.0,2.0,31.0,-33.430862,-70.6026,7.0,28.6,"9140265, 9140266, 9140267, 9140268, 9140269, 9140270, 9140271, 9140272, 9140273, 9140274, 9140275, 9140276, 9140277, 9140278, 9140279, 9140280, 9140281"
2025-09-20T12:40:36,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430649,-70.602661,1411.0,1.0,25.9,30.6,0.0,2.0,2.0,31.0,-33.430649,-70.602661,7.0,28.8,"9140248, 9140249, 9140250, 9140251, 9140252, 9140253, 9140254, 9140255, 9140256, 9140257, 9140258, 9140259, 9140260, 9140261, 9140262, 9140263, 9140264"
2025-09-20T12:40:33,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430458,-70.602707,1410.0,1.0,25.9,30.4,1.0,3.0,3.0,31.0,-33.430458,-70.602707,7.0,19.1,"9140231, 9140232, 9140233, 9140234, 9140235, 9140236, 9140237, 9140238, 9140239, 9140240, 9140241, 9140242, 9140243, 9140244, 9140245, 9140246, 9140247"
2025-09-20T12:40:30,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430325,-70.602745,1409.0,1.0,25.9,30.4,1.0,3.0,3.0,31.0,-33.430325,-70.602745,7.0,15.0,"9140214, 9140215, 9140216, 9140217, 9140218, 9140219, 9140220, 9140221, 9140222, 9140223, 9140224, 9140225, 9140226, 9140227, 9140228, 9140229, 9140230"
2025-09-20T12:40:27,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430222,-70.602768,1408.0,1.0,25.9,30.4,0.0,2.0,2.0,31.0,-33.430222,-70.602768,7.0,13.8,"9140197, 9140198, 9140199, 9140200, 9140201, 9140202, 9140203, 9140204, 9140205, 9140206, 9140207, 9140208, 9140209, 9140210, 9140211, 9140212, 9140213"
2025-09-20T12:40:24,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430134,-70.60276,1407.0,1.0,25.9,30.2,1.0,3.0,2.0,31.0,-33.430134,-70.60276,7.0,15.2,"9140180, 9140181, 9140182, 9140183, 9140184, 9140185, 9140186, 9140187, 9140188, 9140189, 9140190, 9140191, 9140192, 9140193, 9140194, 9140195, 9140196"
2025-09-20T12:40:21,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430073,-70.602631,1406.0,1.0,25.9,30.3,0.0,2.0,1.0,31.0,-33.430073,-70.602631,8.0,14.5,"9140163, 9140164, 9140165, 9140166, 9140167, 9140168, 9140169, 9140170, 9140171, 9140172, 9140173, 9140174, 9140175, 9140176, 9140177, 9140178, 9140179"
2025-09-20T12:40:18,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430046,-70.602509,1405.0,1.0,25.9,30.3,0.0,2.0,1.0,31.0,-33.430046,-70.602509,8.0,5.8,"9140146, 9140147, 9140148, 9140149, 9140150, 9140151, 9140152, 9140153, 9140154, 9140155, 9140156, 9140157, 9140158, 9140159, 9140160, 9140161, 9140162"
2025-09-20T12:40:15,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430054,-70.602486,1404.0,1.0,25.9,30.4,0.0,2.0,1.0,27.0,-33.430054,-70.602486,7.0,0.0,"9140129, 9140130, 9140131, 9140132, 9140133, 9140134, 9140135, 9140136, 9140137, 9140138, 9140139, 9140140, 9140141, 9140142, 9140143, 9140144, 9140145"
2025-09-20T12:40:12,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430054,-70.602486,1403.0,1.0,25.9,30.5,1.0,3.0,2.0,27.0,-33.430054,-70.602486,6.0,0.0,"9140112, 9140113, 9140114, 9140115, 9140116, 9140117, 9140118, 9140119, 9140120, 9140121, 9140122, 9140123, 9140124, 9140125, 9140126, 9140127, 9140128"
2025-09-20T12:40:09,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430054,-70.602486,1402.0,1.0,26.0,30.3,1.0,3.0,2.0,27.0,-33.430054,-70.602486,6.0,0.0,"9140087, 9140088, 9140089, 9140090, 9140091, 9140092, 9140093, 9140094, 9140095, 9140096, 9140097, 9140098, 9140099, 9140100, 9140101, 9140102, 9140103"
2025-09-20T12:40:06,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430054,-70.602486,1401.0,1.0,26.0,30.2,1.0,3.0,2.0,27.0,-33.430054,-70.602486,7.0,0.0,"9140070, 9140071, 9140072, 9140073, 9140074, 9140075, 9140076, 9140077, 9140078, 9140079, 9140080, 9140081, 9140082, 9140083, 9140084, 9140085, 9140086"
2025-09-20T12:40:03,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430054,-70.602486,1400.0,1.0,26.0,30.3,1.0,3.0,2.0,27.0,-33.430054,-70.602486,8.0,0.0,"9140053, 9140054, 9140055, 9140056, 9140057, 9140058, 9140059, 9140060, 9140061, 9140062, 9140063, 9140064, 9140065, 9140066, 9140067, 9140068, 9140069"
2025-09-20T12:40:00,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430054,-70.602486,1399.0,1.0,26.0,30.3,1.0,3.0,3.0,27.0,-33.430054,-70.602486,8.0,0.0,"9140036, 9140037, 9140038, 9140039, 9140040, 9140041, 9140042, 9140043, 9140044, 9140045, 9140046, 9140047, 9140048, 9140049, 9140050, 9140051, 9140052"
2025-09-20T12:39:57,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430054,-70.602486,1398.0,1.0,26.0,30.2,0.0,2.0,2.0,27.0,-33.430054,-70.602486,7.0,0.0,"9140019, 9140020, 9140021, 9140022, 9140023, 9140024, 9140025, 9140026, 9140027, 9140028, 9140029, 9140030, 9140031, 9140032, 9140033, 9140034, 9140035"
2025-09-20T12:39:53,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430054,-70.602486,1397.0,1.0,26.0,30.3,0.0,2.0,2.0,27.0,-33.430054,-70.602486,6.0,0.0,"9140002, 9140003, 9140004, 9140005, 9140006, 9140007, 9140008, 9140009, 9140010, 9140011, 9140012, 9140013, 9140014, 9140015, 9140016, 9140017, 9140018"
2025-09-20T12:39:50,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430054,-70.602486,1396.0,1.0,26.0,30.3,1.0,3.0,3.0,27.0,-33.430054,-70.602486,8.0,0.0,"9139985, 9139986, 9139987, 9139988, 9139989, 9139990, 9139991, 9139992, 9139993, 9139994, 9139995, 9139996, 9139997, 9139998, 9139999, 9140000, 9140001"
2025-09-20T12:39:47,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430054,-70.602486,1395.0,1.0,26.0,30.2,2.0,3.0,3.0,27.0,-33.430054,-70.602486,9.0,0.0,"9139968, 9139969, 9139970, 9139971, 9139972, 9139973, 9139974, 9139975, 9139976, 9139977, 9139978, 9139979, 9139980, 9139981, 9139982, 9139983, 9139984"
2025-09-20T12:39:44,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430054,-70.602486,1394.0,1.0,26.0,30.2,1.0,2.0,2.0,27.0,-33.430054,-70.602486,9.0,0.0,"9139951, 9139952, 9139953, 9139954, 9139955, 9139956, 9139957, 9139958, 9139959, 9139960, 9139961, 9139962, 9139963, 9139964, 9139965, 9139966, 9139967"
2025-09-20T12:39:41,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430058,-70.602486,1393.0,1.0,26.0,30.2,2.0,3.0,3.0,27.0,-33.430058,-70.602486,9.0,0.0,"9139934, 9139935, 9139936, 9139937, 9139938, 9139939, 9139940, 9139941, 9139942, 9139943, 9139944, 9139945, 9139946, 9139947, 9139948, 9139949, 9139950"
2025-09-20T12:39:38,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430046,-70.602486,1392.0,1.0,26.0,30.4,1.0,2.0,2.0,27.0,-33.430046,-70.602486,7.0,1.0,"9139917, 9139918, 9139919, 9139920, 9139921, 9139922, 9139923, 9139924, 9139925, 9139926, 9139927, 9139928, 9139929, 9139930, 9139931, 9139932, 9139933"
2025-09-20T12:39:35,Sin sesión,,,,18,HIRIPRO-01,,33.25,0.0,1.0,-33.430069,-70.602478,1391.0,1.0,26.0,30.5,1.0,3.0,3.0,27.0,-33.430069,-70.602478,8.0,5.6,"9139900, 9139901, 9139902, 9139903, 9139904, 9139905, 9139906, 9139907, 9139908, 9139909, 9139910, 9139911, 9139912, 9139913, 9139914, 9139915, 9139916"
2025-09-20T12:39:32,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430084,-70.60247,1390.0,1.0,26.0,30.3,2.0,4.0,4.0,27.0,-33.430084,-70.60247,9.0,2.6,"9139883, 9139884, 9139885, 9139886, 9139887, 9139888, 9139889, 9139890, 9139891, 9139892, 9139893, 9139894, 9139895, 9139896, 9139897, 9139898, 9139899"
2025-09-20T12:39:29,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430115,-70.602455,1389.0,1.0,26.0,30.5,2.0,3.0,3.0,27.0,-33.430115,-70.602455,8.0,15.4,"9139866, 9139867, 9139868, 9139869, 9139870, 9139871, 9139872, 9139873, 9139874, 9139875, 9139876, 9139877, 9139878, 9139879, 9139880, 9139881, 9139882"
2025-09-20T12:39:26,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430237,-70.602455,1388.0,1.0,26.0,30.4,1.0,2.0,2.0,27.0,-33.430237,-70.602455,8.0,8.4,"9139849, 9139850, 9139851, 9139852, 9139853, 9139854, 9139855, 9139856, 9139857, 9139858, 9139859, 9139860, 9139861, 9139862, 9139863, 9139864, 9139865"
2025-09-20T12:39:23,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430271,-70.602531,1387.0,1.0,26.0,30.4,2.0,2.0,2.0,27.0,-33.430271,-70.602531,8.0,6.1,"9139832, 9139833, 9139834, 9139835, 9139836, 9139837, 9139838, 9139839, 9139840, 9139841, 9139842, 9139843, 9139844, 9139845, 9139846, 9139847, 9139848"
2025-09-20T12:39:20,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430283,-70.602592,1386.0,1.0,26.0,30.3,1.0,1.0,1.0,27.0,-33.430283,-70.602592,8.0,9.2,"9139815, 9139816, 9139817, 9139818, 9139819, 9139820, 9139821, 9139822, 9139823, 9139824, 9139825, 9139826, 9139827, 9139828, 9139829, 9139830, 9139831"
2025-09-20T12:39:17,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430325,-70.602608,1385.0,1.0,26.0,30.5,2.0,2.0,2.0,27.0,-33.430325,-70.602608,8.0,3.6,"9139798, 9139799, 9139800, 9139801, 9139802, 9139803, 9139804, 9139805, 9139806, 9139807, 9139808, 9139809, 9139810, 9139811, 9139812, 9139813, 9139814"
2025-09-20T12:39:14,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430336,-70.602615,1384.0,1.0,26.0,30.6,1.0,1.0,1.0,23.0,-33.430336,-70.602615,8.0,0.0,"9139781, 9139782, 9139783, 9139784, 9139785, 9139786, 9139787, 9139788, 9139789, 9139790, 9139791, 9139792, 9139793, 9139794, 9139795, 9139796, 9139797"
2025-09-20T12:39:11,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430336,-70.602615,1383.0,1.0,26.0,30.1,2.0,2.0,2.0,23.0,-33.430336,-70.602615,9.0,0.0,"9139764, 9139765, 9139766, 9139767, 9139768, 9139769, 9139770, 9139771, 9139772, 9139773, 9139774, 9139775, 9139776, 9139777, 9139778, 9139779, 9139780"
2025-09-20T12:39:08,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.43034,-70.602608,1382.0,1.0,26.0,30.4,2.0,2.0,2.0,23.0,-33.43034,-70.602608,9.0,0.0,"9139747, 9139748, 9139749, 9139750, 9139751, 9139752, 9139753, 9139754, 9139755, 9139756, 9139757, 9139758, 9139759, 9139760, 9139761, 9139762, 9139763"
2025-09-20T12:39:05,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430336,-70.602608,1381.0,1.0,26.0,30.5,1.0,1.0,1.0,23.0,-33.430336,-70.602608,8.0,10.0,"9139730, 9139731, 9139732, 9139733, 9139734, 9139735, 9139736, 9139737, 9139738, 9139739, 9139740, 9139741, 9139742, 9139743, 9139744, 9139745, 9139746"
2025-09-20T12:39:02,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430431,-70.602585,1380.0,1.0,26.0,30.2,2.0,2.0,2.0,23.0,-33.430431,-70.602585,7.0,16.5,"9139713, 9139714, 9139715, 9139716, 9139717, 9139718, 9139719, 9139720, 9139721, 9139722, 9139723, 9139724, 9139725, 9139726, 9139727, 9139728, 9139729"
2025-09-20T12:38:59,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430698,-70.602516,1379.0,1.0,26.0,30.4,2.0,2.0,2.0,23.0,-33.430698,-70.602516,8.0,32.9,"9139696, 9139697, 9139698, 9139699, 9139700, 9139701, 9139702, 9139703, 9139704, 9139705, 9139706, 9139707, 9139708, 9139709, 9139710, 9139711, 9139712"
2025-09-20T12:38:56,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.430965,-70.60247,1378.0,1.0,26.0,30.5,2.0,2.0,2.0,23.0,-33.430965,-70.60247,8.0,38.6,"9139679, 9139680, 9139681, 9139682, 9139683, 9139684, 9139685, 9139686, 9139687, 9139688, 9139689, 9139690, 9139691, 9139692, 9139693, 9139694, 9139695"
2025-09-20T12:38:53,Sin sesión,,,,18,HIRIPRO-01,,33.75,0.0,1.0,-33.431248,-70.602394,1377.0,1.0,26.0,30.3,1.0,2.0,2.0,23.0,-33.431248,-70.602394,7.0,41.2,"9139662, 9139663, 9139664, 9139665, 9139666, 9139667, 9139668, 9139669, 9139670, 9139671, 9139672, 9139673, 9139674, 9139675, 9139676, 9139677, 9139678"
2025-09-20T12:38:50,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.431561,-70.60231,1376.0,1.0,26.0,30.5,0.0,2.0,2.0,23.0,-33.431561,-70.60231,7.0,44.2,"9139645, 9139646, 9139647, 9139648, 9139649, 9139650, 9139651, 9139652, 9139653, 9139654, 9139655, 9139656, 9139657, 9139658, 9139659, 9139660, 9139661"
2025-09-20T12:38:47,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.431877,-70.602234,1375.0,1.0,26.0,30.6,1.0,3.0,3.0,23.0,-33.431877,-70.602234,7.0,37.4,"9139628, 9139629, 9139630, 9139631, 9139632, 9139633, 9139634, 9139635, 9139636, 9139637, 9139638, 9139639, 9139640, 9139641, 9139642, 9139643, 9139644"
2025-09-20T12:38:44,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.432159,-70.602158,1374.0,1.0,26.1,30.6,1.0,3.0,3.0,23.0,-33.432159,-70.602158,8.0,35.5,"9139611, 9139612, 9139613, 9139614, 9139615, 9139616, 9139617, 9139618, 9139619, 9139620, 9139621, 9139622, 9139623, 9139624, 9139625, 9139626, 9139627"
2025-09-20T12:38:41,Sin sesión,,,,18,HIRIPRO-01,,33.5,0.0,1.0,-33.432384,-70.602089,1373.0,1.0,26.1,30.6,1.0,2.0,2.0,23.0,-33.432384,-70.602089,8.0,21.8,"9139594, 9139595, 9139596, 9139597, 9139598, 9139599, 9139600, 9139601, 9139602, 9139603, 9139604, 9139605, 9139606, 9139607, 9139608, 9139609, 9139610"
2025-09-20T12:38:38,Sin sesión,,,,18,HIRIPRO-01,,33.75,0.0,1.0,-33.432518,-70.602066,1372.0,1.0,26.0,30.6,0.0,0.0,0.0,23.0,-33.432518,-70.602066,8.0,17.2,"9139577, 9139578, 9139579, 9139580, 9139581, 9139582, 9139583, 9139584, 9139585, 9139586, 9139587, 9139588, 9139589, 9139590, 9139591, 9139592, 9139593"
