fecha,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],Metadatos Estacion [ID (String)],Metadatos Estacion [Latitud (°)],Metadatos Estacion [Longitud (°)],Metadatos Estacion [Numero de envios (Numeral)],Metadatos Estacion [Registro SD (Bool)],PMS5003 [Grados celcius (°C)],PMS5003 [Humedad (%)],PMS5003 [Material particulado PM 1.0 (µg/m³)],PMS5003 [Material particulado PM 10 (µg/m³)],PMS5003 [Material particulado PM 2.5 (µg/m³)],SIM7600G [Intensidad señal telefónica (Adimensional)],SIM7600G [Latitud (°)],SIM7600G [Longitud (°)],SIM7600G [Satelites (int)],SIM7600G [Velocidad_km/h (km/h)],id_dato_concatenado
2025-09-20T12:29:59,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.45134,-70.609665,1201.0,1.0,26.3,33.5,0.0,0.0,0.0,31.0,-33.45134,-70.609665,8.0,14.4,"9136326, 9136327, 9136328, 9136329, 9136330, 9136331, 9136332, 9136333, 9136334, 9136335, 9136336, 9136337, 9136338, 9136339, 9136340, 9136341, 9136342"
2025-09-20T12:29:56,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.45145,-70.609634,1200.0,1.0,26.2,33.7,0.0,1.0,1.0,31.0,-33.45145,-70.609634,9.0,19.8,"9136309, 9136310, 9136311, 9136312, 9136313, 9136314, 9136315, 9136316, 9136317, 9136318, 9136319, 9136320, 9136321, 9136322, 9136323, 9136324, 9136325"
2025-09-20T12:29:53,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.451599,-70.609589,1199.0,1.0,26.2,33.8,0.0,1.0,1.0,31.0,-33.451599,-70.609589,9.0,23.1,"9136292, 9136293, 9136294, 9136295, 9136296, 9136297, 9136298, 9136299, 9136300, 9136301, 9136302, 9136303, 9136304, 9136305, 9136306, 9136307, 9136308"
2025-09-20T12:29:50,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.451794,-70.609528,1198.0,1.0,26.3,33.9,0.0,1.0,1.0,31.0,-33.451794,-70.609528,9.0,27.7,"9136275, 9136276, 9136277, 9136278, 9136279, 9136280, 9136281, 9136282, 9136283, 9136284, 9136285, 9136286, 9136287, 9136288, 9136289, 9136290, 9136291"
2025-09-20T12:29:47,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.452007,-70.609444,1197.0,1.0,26.2,34.0,0.0,0.0,0.0,31.0,-33.452007,-70.609444,8.0,38.9,"9136258, 9136259, 9136260, 9136261, 9136262, 9136263, 9136264, 9136265, 9136266, 9136267, 9136268, 9136269, 9136270, 9136271, 9136272, 9136273, 9136274"
2025-09-20T12:29:44,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.452305,-70.609344,1196.0,1.0,26.2,34.1,0.0,0.0,0.0,31.0,-33.452305,-70.609344,8.0,41.9,"9136241, 9136242, 9136243, 9136244, 9136245, 9136246, 9136247, 9136248, 9136249, 9136250, 9136251, 9136252, 9136253, 9136254, 9136255, 9136256, 9136257"
2025-09-20T12:29:41,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.452595,-70.609261,1195.0,1.0,26.2,34.4,0.0,0.0,0.0,31.0,-33.452595,-70.609261,9.0,38.2,"9136224, 9136225, 9136226, 9136227, 9136228, 9136229, 9136230, 9136231, 9136232, 9136233, 9136234, 9136235, 9136236, 9136237, 9136238, 9136239, 9136240"
2025-09-20T12:29:38,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.452869,-70.609154,1194.0,1.0,26.2,34.2,0.0,0.0,0.0,31.0,-33.452869,-70.609154,9.0,35.6,"9136207, 9136208, 9136209, 9136210, 9136211, 9136212, 9136213, 9136214, 9136215, 9136216, 9136217, 9136218, 9136219, 9136220, 9136221, 9136222, 9136223"
2025-09-20T12:29:35,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.453136,-70.609077,1193.0,1.0,26.2,34.4,0.0,1.0,1.0,31.0,-33.453136,-70.609077,8.0,35.6,"9136190, 9136191, 9136192, 9136193, 9136194, 9136195, 9136196, 9136197, 9136198, 9136199, 9136200, 9136201, 9136202, 9136203, 9136204, 9136205, 9136206"
2025-09-20T12:29:32,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.453415,-70.608978,1192.0,1.0,26.2,34.5,0.0,1.0,0.0,31.0,-33.453415,-70.608978,7.0,38.4,"9136165, 9136166, 9136167, 9136168, 9136169, 9136170, 9136171, 9136172, 9136173, 9136174, 9136175, 9136176, 9136177, 9136178, 9136179, 9136180, 9136181"
2025-09-20T12:29:29,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.45369,-70.60891,1191.0,1.0,26.2,34.6,0.0,1.0,1.0,31.0,-33.45369,-70.60891,7.0,36.0,"9136148, 9136149, 9136150, 9136151, 9136152, 9136153, 9136154, 9136155, 9136156, 9136157, 9136158, 9136159, 9136160, 9136161, 9136162, 9136163, 9136164"
2025-09-20T12:29:26,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.454037,-70.608925,1190.0,1.0,26.2,34.7,0.0,1.0,1.0,31.0,-33.454037,-70.608925,7.0,35.5,"9136131, 9136132, 9136133, 9136134, 9136135, 9136136, 9136137, 9136138, 9136139, 9136140, 9136141, 9136142, 9136143, 9136144, 9136145, 9136146, 9136147"
2025-09-20T12:29:23,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.454277,-70.608978,1189.0,1.0,26.2,34.7,0.0,0.0,0.0,31.0,-33.454277,-70.608978,8.0,29.9,"9136114, 9136115, 9136116, 9136117, 9136118, 9136119, 9136120, 9136121, 9136122, 9136123, 9136124, 9136125, 9136126, 9136127, 9136128, 9136129, 9136130"
2025-09-20T12:29:20,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.454517,-70.609016,1188.0,1.0,26.2,34.7,0.0,0.0,0.0,31.0,-33.454517,-70.609016,8.0,34.0,"9136097, 9136098, 9136099, 9136100, 9136101, 9136102, 9136103, 9136104, 9136105, 9136106, 9136107, 9136108, 9136109, 9136110, 9136111, 9136112, 9136113"
2025-09-20T12:29:17,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.454769,-70.609055,1187.0,1.0,26.2,34.8,0.0,1.0,1.0,31.0,-33.454769,-70.609055,8.0,30.2,"9136080, 9136081, 9136082, 9136083, 9136084, 9136085, 9136086, 9136087, 9136088, 9136089, 9136090, 9136091, 9136092, 9136093, 9136094, 9136095, 9136096"
2025-09-20T12:29:14,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455002,-70.609085,1186.0,1.0,26.2,34.5,0.0,1.0,1.0,31.0,-33.455002,-70.609085,8.0,34.6,"9136063, 9136064, 9136065, 9136066, 9136067, 9136068, 9136069, 9136070, 9136071, 9136072, 9136073, 9136074, 9136075, 9136076, 9136077, 9136078, 9136079"
2025-09-20T12:29:11,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455261,-70.609123,1185.0,1.0,26.2,34.6,0.0,0.0,0.0,31.0,-33.455261,-70.609123,8.0,33.2,"9136046, 9136047, 9136048, 9136049, 9136050, 9136051, 9136052, 9136053, 9136054, 9136055, 9136056, 9136057, 9136058, 9136059, 9136060, 9136061, 9136062"
2025-09-20T12:29:08,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455471,-70.609161,1184.0,1.0,26.2,34.4,0.0,1.0,1.0,22.0,-33.455471,-70.609161,9.0,25.1,"9136029, 9136030, 9136031, 9136032, 9136033, 9136034, 9136035, 9136036, 9136037, 9136038, 9136039, 9136040, 9136041, 9136042, 9136043, 9136044, 9136045"
2025-09-20T12:29:05,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455647,-70.609192,1183.0,1.0,26.2,34.5,0.0,2.0,2.0,22.0,-33.455647,-70.609192,8.0,18.4,"9136012, 9136013, 9136014, 9136015, 9136016, 9136017, 9136018, 9136019, 9136020, 9136021, 9136022, 9136023, 9136024, 9136025, 9136026, 9136027, 9136028"
2025-09-20T12:29:02,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455791,-70.609215,1182.0,1.0,26.2,34.7,0.0,2.0,2.0,22.0,-33.455791,-70.609215,8.0,0.0,"9135995, 9135996, 9135997, 9135998, 9135999, 9136000, 9136001, 9136002, 9136003, 9136004, 9136005, 9136006, 9136007, 9136008, 9136009, 9136010, 9136011"
2025-09-20T12:28:59,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455807,-70.609215,1181.0,1.0,26.2,34.7,0.0,2.0,2.0,22.0,-33.455807,-70.609215,7.0,0.0,"9135978, 9135979, 9135980, 9135981, 9135982, 9135983, 9135984, 9135985, 9135986, 9135987, 9135988, 9135989, 9135990, 9135991, 9135992, 9135993, 9135994"
2025-09-20T12:28:56,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455807,-70.609215,1180.0,1.0,26.1,34.6,0.0,1.0,1.0,22.0,-33.455807,-70.609215,9.0,0.0,"9135961, 9135962, 9135963, 9135964, 9135965, 9135966, 9135967, 9135968, 9135969, 9135970, 9135971, 9135972, 9135973, 9135974, 9135975, 9135976, 9135977"
2025-09-20T12:28:53,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455811,-70.609215,1179.0,1.0,26.2,34.5,0.0,2.0,2.0,22.0,-33.455811,-70.609215,9.0,1.0,"9135944, 9135945, 9135946, 9135947, 9135948, 9135949, 9135950, 9135951, 9135952, 9135953, 9135954, 9135955, 9135956, 9135957, 9135958, 9135959, 9135960"
2025-09-20T12:28:50,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455833,-70.609215,1178.0,1.0,26.2,34.5,0.0,1.0,1.0,22.0,-33.455833,-70.609215,8.0,7.3,"9135927, 9135928, 9135929, 9135930, 9135931, 9135932, 9135933, 9135934, 9135935, 9135936, 9135937, 9135938, 9135939, 9135940, 9135941, 9135942, 9135943"
2025-09-20T12:28:47,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.455956,-70.609238,1177.0,1.0,26.1,34.4,0.0,1.0,1.0,22.0,-33.455956,-70.609238,8.0,32.8,"9135910, 9135911, 9135912, 9135913, 9135914, 9135915, 9135916, 9135917, 9135918, 9135919, 9135920, 9135921, 9135922, 9135923, 9135924, 9135925, 9135926"
2025-09-20T12:28:44,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456192,-70.609261,1176.0,1.0,26.1,34.6,0.0,2.0,2.0,22.0,-33.456192,-70.609261,8.0,29.7,"9135893, 9135894, 9135895, 9135896, 9135897, 9135898, 9135899, 9135900, 9135901, 9135902, 9135903, 9135904, 9135905, 9135906, 9135907, 9135908, 9135909"
2025-09-20T12:28:41,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.45644,-70.609291,1175.0,1.0,26.1,34.3,0.0,2.0,2.0,22.0,-33.45644,-70.609291,8.0,32.0,"9135876, 9135877, 9135878, 9135879, 9135880, 9135881, 9135882, 9135883, 9135884, 9135885, 9135886, 9135887, 9135888, 9135889, 9135890, 9135891, 9135892"
2025-09-20T12:28:38,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456654,-70.609314,1174.0,1.0,26.1,34.6,0.0,2.0,2.0,22.0,-33.456654,-70.609314,8.0,21.9,"9135859, 9135860, 9135861, 9135862, 9135863, 9135864, 9135865, 9135866, 9135867, 9135868, 9135869, 9135870, 9135871, 9135872, 9135873, 9135874, 9135875"
2025-09-20T12:28:35,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456772,-70.609436,1173.0,1.0,26.1,34.6,0.0,2.0,2.0,22.0,-33.456772,-70.609436,8.0,21.7,"9135810, 9135811, 9135812, 9135813, 9135814, 9135815, 9135816, 9135817, 9135818, 9135819, 9135820, 9135821, 9135822, 9135823, 9135824, 9135825, 9135826"
2025-09-20T12:28:32,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456776,-70.609612,1172.0,1.0,26.1,34.6,0.0,2.0,2.0,22.0,-33.456776,-70.609612,8.0,19.0,"9135793, 9135794, 9135795, 9135796, 9135797, 9135798, 9135799, 9135800, 9135801, 9135802, 9135803, 9135804, 9135805, 9135806, 9135807, 9135808, 9135809"
2025-09-20T12:28:29,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456753,-70.609787,1171.0,1.0,26.1,34.7,0.0,2.0,2.0,22.0,-33.456753,-70.609787,8.0,22.9,"9135776, 9135777, 9135778, 9135779, 9135780, 9135781, 9135782, 9135783, 9135784, 9135785, 9135786, 9135787, 9135788, 9135789, 9135790, 9135791, 9135792"
2025-09-20T12:28:26,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456745,-70.609909,1170.0,1.0,26.1,34.7,0.0,1.0,1.0,22.0,-33.456745,-70.609909,7.0,0.0,"9135759, 9135760, 9135761, 9135762, 9135763, 9135764, 9135765, 9135766, 9135767, 9135768, 9135769, 9135770, 9135771, 9135772, 9135773, 9135774, 9135775"
2025-09-20T12:28:23,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456745,-70.609909,1169.0,1.0,26.1,34.8,0.0,2.0,1.0,22.0,-33.456745,-70.609909,7.0,0.0,"9135742, 9135743, 9135744, 9135745, 9135746, 9135747, 9135748, 9135749, 9135750, 9135751, 9135752, 9135753, 9135754, 9135755, 9135756, 9135757, 9135758"
2025-09-20T12:28:20,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456741,-70.609909,1168.0,1.0,26.1,34.6,0.0,3.0,2.0,22.0,-33.456741,-70.609909,9.0,3.2,"9135725, 9135726, 9135727, 9135728, 9135729, 9135730, 9135731, 9135732, 9135733, 9135734, 9135735, 9135736, 9135737, 9135738, 9135739, 9135740, 9135741"
2025-09-20T12:28:17,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456741,-70.610001,1167.0,1.0,26.1,34.7,0.0,2.0,1.0,22.0,-33.456741,-70.610001,9.0,18.8,"9135676, 9135677, 9135678, 9135679, 9135680, 9135681, 9135682, 9135683, 9135684, 9135685, 9135686, 9135687, 9135688, 9135689, 9135690, 9135691, 9135692"
2025-09-20T12:28:14,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456726,-70.610237,1166.0,1.0,26.0,34.7,0.0,2.0,2.0,22.0,-33.456726,-70.610237,9.0,32.9,"9135659, 9135660, 9135661, 9135662, 9135663, 9135664, 9135665, 9135666, 9135667, 9135668, 9135669, 9135670, 9135671, 9135672, 9135673, 9135674, 9135675"
2025-09-20T12:28:11,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456676,-70.610542,1165.0,1.0,26.1,34.4,0.0,2.0,2.0,22.0,-33.456676,-70.610542,8.0,35.9,"9135642, 9135643, 9135644, 9135645, 9135646, 9135647, 9135648, 9135649, 9135650, 9135651, 9135652, 9135653, 9135654, 9135655, 9135656, 9135657, 9135658"
2025-09-20T12:28:08,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456646,-70.610855,1164.0,1.0,26.0,34.6,0.0,2.0,2.0,27.0,-33.456646,-70.610855,7.0,38.6,"9135625, 9135626, 9135627, 9135628, 9135629, 9135630, 9135631, 9135632, 9135633, 9135634, 9135635, 9135636, 9135637, 9135638, 9135639, 9135640, 9135641"
2025-09-20T12:28:05,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456604,-70.611191,1163.0,1.0,26.0,34.5,0.0,2.0,2.0,27.0,-33.456604,-70.611191,7.0,36.0,"9135608, 9135609, 9135610, 9135611, 9135612, 9135613, 9135614, 9135615, 9135616, 9135617, 9135618, 9135619, 9135620, 9135621, 9135622, 9135623, 9135624"
2025-09-20T12:28:01,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456577,-70.611496,1162.0,1.0,26.0,34.6,0.0,0.0,0.0,27.0,-33.456577,-70.611496,9.0,24.7,"9135591, 9135592, 9135593, 9135594, 9135595, 9135596, 9135597, 9135598, 9135599, 9135600, 9135601, 9135602, 9135603, 9135604, 9135605, 9135606, 9135607"
2025-09-20T12:27:59,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456558,-70.611679,1161.0,1.0,26.0,34.6,0.0,1.0,1.0,27.0,-33.456558,-70.611679,9.0,19.8,"9135542, 9135543, 9135544, 9135545, 9135546, 9135547, 9135548, 9135549, 9135550, 9135551, 9135552, 9135553, 9135554, 9135555, 9135556, 9135557, 9135558"
2025-09-20T12:27:55,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456543,-70.611778,1160.0,1.0,26.0,34.6,0.0,0.0,0.0,27.0,-33.456543,-70.611778,9.0,3.4,"9135525, 9135526, 9135527, 9135528, 9135529, 9135530, 9135531, 9135532, 9135533, 9135534, 9135535, 9135536, 9135537, 9135538, 9135539, 9135540, 9135541"
2025-09-20T12:27:52,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456543,-70.611847,1159.0,1.0,26.0,34.7,0.0,1.0,1.0,27.0,-33.456543,-70.611847,9.0,11.6,"9135508, 9135509, 9135510, 9135511, 9135512, 9135513, 9135514, 9135515, 9135516, 9135517, 9135518, 9135519, 9135520, 9135521, 9135522, 9135523, 9135524"
2025-09-20T12:27:49,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456532,-70.612015,1158.0,1.0,26.0,34.7,0.0,0.0,0.0,27.0,-33.456532,-70.612015,8.0,29.5,"9135491, 9135492, 9135493, 9135494, 9135495, 9135496, 9135497, 9135498, 9135499, 9135500, 9135501, 9135502, 9135503, 9135504, 9135505, 9135506, 9135507"
2025-09-20T12:27:46,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456486,-70.612358,1157.0,1.0,26.0,34.7,0.0,0.0,0.0,27.0,-33.456486,-70.612358,8.0,47.6,"9135474, 9135475, 9135476, 9135477, 9135478, 9135479, 9135480, 9135481, 9135482, 9135483, 9135484, 9135485, 9135486, 9135487, 9135488, 9135489, 9135490"
2025-09-20T12:27:43,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.45644,-70.612793,1156.0,1.0,26.0,34.7,0.0,0.0,0.0,27.0,-33.45644,-70.612793,8.0,48.8,"9135457, 9135458, 9135459, 9135460, 9135461, 9135462, 9135463, 9135464, 9135465, 9135466, 9135467, 9135468, 9135469, 9135470, 9135471, 9135472, 9135473"
2025-09-20T12:27:40,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.45639,-70.613228,1155.0,1.0,26.0,34.6,0.0,1.0,1.0,27.0,-33.45639,-70.613228,7.0,46.8,"9135440, 9135441, 9135442, 9135443, 9135444, 9135445, 9135446, 9135447, 9135448, 9135449, 9135450, 9135451, 9135452, 9135453, 9135454, 9135455, 9135456"
2025-09-20T12:27:37,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456341,-70.613647,1154.0,1.0,26.0,34.6,0.0,2.0,2.0,27.0,-33.456341,-70.613647,8.0,44.4,"9135423, 9135424, 9135425, 9135426, 9135427, 9135428, 9135429, 9135430, 9135431, 9135432, 9135433, 9135434, 9135435, 9135436, 9135437, 9135438, 9135439"
2025-09-20T12:27:34,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.456299,-70.614044,1153.0,1.0,25.9,34.6,0.0,2.0,2.0,27.0,-33.456299,-70.614044,8.0,42.8,"9135406, 9135407, 9135408, 9135409, 9135410, 9135411, 9135412, 9135413, 9135414, 9135415, 9135416, 9135417, 9135418, 9135419, 9135420, 9135421, 9135422"
2025-09-20T12:27:31,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456249,-70.61441,1152.0,1.0,26.0,34.6,0.0,2.0,2.0,27.0,-33.456249,-70.61441,8.0,42.6,"9135389, 9135390, 9135391, 9135392, 9135393, 9135394, 9135395, 9135396, 9135397, 9135398, 9135399, 9135400, 9135401, 9135402, 9135403, 9135404, 9135405"
2025-09-20T12:27:28,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456242,-70.614815,1151.0,1.0,26.0,34.6,0.0,2.0,2.0,27.0,-33.456242,-70.614815,9.0,39.9,"9135372, 9135373, 9135374, 9135375, 9135376, 9135377, 9135378, 9135379, 9135380, 9135381, 9135382, 9135383, 9135384, 9135385, 9135386, 9135387, 9135388"
2025-09-20T12:27:25,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456181,-70.615173,1150.0,1.0,26.0,34.7,0.0,1.0,1.0,27.0,-33.456181,-70.615173,9.0,39.9,"9135355, 9135356, 9135357, 9135358, 9135359, 9135360, 9135361, 9135362, 9135363, 9135364, 9135365, 9135366, 9135367, 9135368, 9135369, 9135370, 9135371"
2025-09-20T12:27:22,Sin sesión,,,,18,HIRIPRO-01,,34.5,0.0,1.0,-33.45615,-70.615517,1149.0,1.0,25.9,34.3,0.0,1.0,1.0,27.0,-33.45615,-70.615517,8.0,42.1,"9135338, 9135339, 9135340, 9135341, 9135342, 9135343, 9135344, 9135345, 9135346, 9135347, 9135348, 9135349, 9135350, 9135351, 9135352, 9135353, 9135354"
2025-09-20T12:27:19,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.4561,-70.616028,1148.0,1.0,25.9,34.4,0.0,1.0,1.0,27.0,-33.4561,-70.616028,8.0,41.4,"9135321, 9135322, 9135323, 9135324, 9135325, 9135326, 9135327, 9135328, 9135329, 9135330, 9135331, 9135332, 9135333, 9135334, 9135335, 9135336, 9135337"
2025-09-20T12:27:16,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456059,-70.616409,1147.0,1.0,25.9,34.6,0.0,2.0,2.0,27.0,-33.456059,-70.616409,9.0,44.9,"9135304, 9135305, 9135306, 9135307, 9135308, 9135309, 9135310, 9135311, 9135312, 9135313, 9135314, 9135315, 9135316, 9135317, 9135318, 9135319, 9135320"
2025-09-20T12:27:13,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.456017,-70.616776,1146.0,1.0,25.9,34.3,0.0,1.0,1.0,27.0,-33.456017,-70.616776,9.0,39.8,"9135287, 9135288, 9135289, 9135290, 9135291, 9135292, 9135293, 9135294, 9135295, 9135296, 9135297, 9135298, 9135299, 9135300, 9135301, 9135302, 9135303"
2025-09-20T12:27:10,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455978,-70.617134,1145.0,1.0,25.9,34.5,0.0,1.0,1.0,27.0,-33.455978,-70.617134,9.0,40.9,"9135270, 9135271, 9135272, 9135273, 9135274, 9135275, 9135276, 9135277, 9135278, 9135279, 9135280, 9135281, 9135282, 9135283, 9135284, 9135285, 9135286"
2025-09-20T12:27:07,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.45594,-70.617493,1144.0,1.0,25.9,34.5,0.0,2.0,2.0,29.0,-33.45594,-70.617493,9.0,38.9,"9135253, 9135254, 9135255, 9135256, 9135257, 9135258, 9135259, 9135260, 9135261, 9135262, 9135263, 9135264, 9135265, 9135266, 9135267, 9135268, 9135269"
2025-09-20T12:27:04,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455906,-70.617821,1143.0,1.0,25.9,34.3,0.0,2.0,2.0,29.0,-33.455906,-70.617821,8.0,34.2,"9135236, 9135237, 9135238, 9135239, 9135240, 9135241, 9135242, 9135243, 9135244, 9135245, 9135246, 9135247, 9135248, 9135249, 9135250, 9135251, 9135252"
2025-09-20T12:27:01,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455887,-70.618073,1142.0,1.0,25.9,34.3,0.0,1.0,1.0,29.0,-33.455887,-70.618073,9.0,23.6,"9135219, 9135220, 9135221, 9135222, 9135223, 9135224, 9135225, 9135226, 9135227, 9135228, 9135229, 9135230, 9135231, 9135232, 9135233, 9135234, 9135235"
2025-09-20T12:26:58,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455872,-70.618256,1141.0,1.0,25.9,34.3,0.0,1.0,1.0,29.0,-33.455872,-70.618256,9.0,20.2,"9135170, 9135171, 9135172, 9135173, 9135174, 9135175, 9135176, 9135177, 9135178, 9135179, 9135180, 9135181, 9135182, 9135183, 9135184, 9135185, 9135186"
2025-09-20T12:26:55,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455853,-70.618355,1140.0,1.0,25.9,34.6,0.0,2.0,2.0,29.0,-33.455853,-70.618355,8.0,0.0,"9135153, 9135154, 9135155, 9135156, 9135157, 9135158, 9135159, 9135160, 9135161, 9135162, 9135163, 9135164, 9135165, 9135166, 9135167, 9135168, 9135169"
2025-09-20T12:26:52,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455853,-70.618355,1139.0,1.0,25.8,34.2,0.0,1.0,1.0,29.0,-33.455853,-70.618355,8.0,0.0,"9135136, 9135137, 9135138, 9135139, 9135140, 9135141, 9135142, 9135143, 9135144, 9135145, 9135146, 9135147, 9135148, 9135149, 9135150, 9135151, 9135152"
2025-09-20T12:26:49,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455856,-70.618347,1138.0,1.0,25.8,34.1,0.0,2.0,2.0,29.0,-33.455856,-70.618347,9.0,4.1,"9135119, 9135120, 9135121, 9135122, 9135123, 9135124, 9135125, 9135126, 9135127, 9135128, 9135129, 9135130, 9135131, 9135132, 9135133, 9135134, 9135135"
2025-09-20T12:26:46,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455849,-70.61837,1137.0,1.0,25.9,34.2,0.0,1.0,1.0,29.0,-33.455849,-70.61837,9.0,4.5,"9135102, 9135103, 9135104, 9135105, 9135106, 9135107, 9135108, 9135109, 9135110, 9135111, 9135112, 9135113, 9135114, 9135115, 9135116, 9135117, 9135118"
2025-09-20T12:26:43,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455841,-70.618469,1136.0,1.0,25.9,34.1,0.0,2.0,2.0,29.0,-33.455841,-70.618469,9.0,17.3,"9135085, 9135086, 9135087, 9135088, 9135089, 9135090, 9135091, 9135092, 9135093, 9135094, 9135095, 9135096, 9135097, 9135098, 9135099, 9135100, 9135101"
2025-09-20T12:26:40,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.455811,-70.61866,1135.0,1.0,25.8,34.3,0.0,1.0,1.0,29.0,-33.455811,-70.61866,10.0,32.0,"9135036, 9135037, 9135038, 9135039, 9135040, 9135041, 9135042, 9135043, 9135044, 9135045, 9135046, 9135047, 9135048, 9135049, 9135050, 9135051, 9135052"
2025-09-20T12:26:37,Sin sesión,,,,18,HIRIPRO-01,,34.25,0.0,1.0,-33.45578,-70.619003,1134.0,1.0,25.8,34.3,0.0,1.0,1.0,29.0,-33.45578,-70.619003,10.0,43.3,"9135019, 9135020, 9135021, 9135022, 9135023, 9135024, 9135025, 9135026, 9135027, 9135028, 9135029, 9135030, 9135031, 9135032, 9135033, 9135034, 9135035"
